chr	start	end	strand	symbol	id
4	102978606	103005594	+	Tctex1d1	ENSMUSG00000028523
16	32419702	32429099	+	Tctex1d2	ENSMUSG00000014075
4	117126794	117128738	+	Tctex1d4	ENSMUSG00000047671
5	122237848	122264460	-	Tctn1	ENSMUSG00000038593
5	124598749	124627738	+	Tctn2	ENSMUSG00000029386
19	40596446	40612233	-	Tctn3	ENSMUSG00000025008
10	82629828	82650799	+	Tdg	ENSMUSG00000034674
9	110939603	110946158	-	Tdgf1	ENSMUSG00000032494
16	3730510	3731022	+	Tdgf1-ps1	ENSMUSG00000095834
17	12189921	12190456	+	Tdgf1-ps2	ENSMUSG00000063911
15	82516311	82519278	+	Tdg-ps	ENSMUSG00000047347
14	63492347	63509092	-	Tdh	ENSMUSG00000021953
3	81957090	81976202	-	Tdo2	ENSMUSG00000028011
12	99884517	99955219	+	Tdp1	ENSMUSG00000021177
13	24831679	24842153	+	Tdp2	ENSMUSG00000035958
3	93669333	93676310	-	Tdpoz1	ENSMUSG00000094084
3	93651542	93652686	-	Tdpoz2	ENSMUSG00000103362
3	93826020	93827117	+	Tdpoz3	ENSMUSG00000058005
3	93796398	93797510	+	Tdpoz4	ENSMUSG00000060256
3	93960292	93961314	-	Tdpoz5	ENSMUSG00000094163
1	99790429	99791025	-	Tdpx-ps1	ENSMUSG00000082431
7	35469098	35537745	-	Tdrd12	ENSMUSG00000030491
19	56826209	56870012	+	Tdrd1	ENSMUSG00000025081
14	87416639	87545504	+	Tdrd3	ENSMUSG00000022019
1	156255296	156303664	-	Tdrd5	ENSMUSG00000060985
17	43615335	43630299	-	Tdrd6	ENSMUSG00000040140
4	45965334	46034761	+	Tdrd7	ENSMUSG00000035517
12	111971559	112068854	+	Tdrd9	ENSMUSG00000054003
3	94413273	94434668	+	Tdrkh	ENSMUSG00000041912
8	13952008	13975032	-	Tdrp	ENSMUSG00000050052
7	112679318	112906807	+	Tead1	ENSMUSG00000055320
7	45215753	45233644	+	Tead2	ENSMUSG00000030796
17	28331671	28350817	-	Tead3	ENSMUSG00000002249
6	128224288	128300823	-	Tead4	ENSMUSG00000030353
5	72755716	72868483	-	Tec	ENSMUSG00000029217
5	144194442	144223615	-	Tecpr1	ENSMUSG00000066621
12	110889264	110972394	+	Tecpr2	ENSMUSG00000021275
8	83571698	83607971	-	Tecr	ENSMUSG00000031708
5	83278145	83355195	-	Tecrl	ENSMUSG00000049537
9	42329619	42399929	-	Tecta	ENSMUSG00000037705
19	55180733	55196313	+	Tectb	ENSMUSG00000024979
12	113156421	113166048	+	Tedc1	ENSMUSG00000037466
17	24215054	24220851	-	Tedc2	ENSMUSG00000024118
1	153891742	153893058	+	Teddm1a	ENSMUSG00000047053
1	153874345	153876871	+	Teddm1b	ENSMUSG00000043282
1	153849542	153900228	-	Teddm2	ENSMUSG00000045968
16	21152655	21154000	-	Teddm3	ENSMUSG00000090356
15	81802421	81826863	+	Tef	ENSMUSG00000022389
11	80136678	80142175	-	Tefm	ENSMUSG00000046909
4	94739289	94874976	+	Tek	ENSMUSG00000006386
11	72344722	72362442	-	Tekt1	ENSMUSG00000020799
4	126322121	126325688	-	Tekt2	ENSMUSG00000028845
11	63061654	63094964	+	Tekt3	ENSMUSG00000042189
17	25454615	25476602	+	Tekt4	ENSMUSG00000024175
16	10357948	10395490	-	Tekt5	ENSMUSG00000039179
17	25099570	25115967	-	Telo2	ENSMUSG00000024170
11	116198855	116215318	+	Ten1	ENSMUSG00000020778
X	42527866	43429126	-	Tenm1	ENSMUSG00000016150
11	36006656	37235964	-	Tenm2	ENSMUSG00000049336
8	48227682	48843951	-	Tenm3	ENSMUSG00000031561
7	96171246	96911093	+	Tenm4	ENSMUSG00000048078
17	8434423	8442496	+	T	ENSMUSG00000062327
13	93146282	93192385	-	Tent2	ENSMUSG00000042167
13	69497959	69534617	-	Tent4a	ENSMUSG00000034575
8	88199213	88259722	+	Tent4b	ENSMUSG00000036779
9	85320439	85327348	-	Tent5a	ENSMUSG00000032265
4	133480132	133487938	+	Tent5b	ENSMUSG00000046694
3	100451628	100489324	-	Tent5c	ENSMUSG00000044468
X	107792590	107872909	+	Tent5d	ENSMUSG00000073007
14	50824059	50870560	-	Tep1	ENSMUSG00000006281
8	95310566	95326323	+	Tepp	ENSMUSG00000090206
11	120090531	120098731	-	Tepsin	ENSMUSG00000025377
8	104446719	104509910	-	Terb1	ENSMUSG00000052616
2	122186272	122206397	+	Terb2	ENSMUSG00000027229
3	96414437	96414859	-	Terc	ENSMUSG00000064796
1	15805646	15844052	+	Terf1	ENSMUSG00000025925
8	107069400	107096547	-	Terf2	ENSMUSG00000031921
8	112011398	112020528	+	Terf2ip	ENSMUSG00000033430
13	73626911	73649843	+	Tert	ENSMUSG00000021611
13	49493318	49496589	+	Tes3-ps	ENSMUSG00000113255
5	118027743	118061878	+	Tesc	ENSMUSG00000029359
7	24333082	24333936	-	Tescl	ENSMUSG00000055826
6	17065149	17105828	+	Tes	ENSMUSG00000029552
4	43441939	43448064	+	Tesk1	ENSMUSG00000028458
4	116720948	116805956	+	Tesk2	ENSMUSG00000033985
19	3388857	3407823	+	Tesmin	ENSMUSG00000024905
10	130322870	130364111	+	Tespa1	ENSMUSG00000034833
10	62804570	62908996	-	Tet1	ENSMUSG00000047146
3	133463679	133545139	-	Tet2	ENSMUSG00000040943
6	83362373	83459084	-	Tet3	ENSMUSG00000034832
7	24668007	24676675	-	Tex101	ENSMUSG00000062773
4	48430858	48473459	-	Tex10	ENSMUSG00000028345
X	100838648	101059667	-	Tex11	ENSMUSG00000009670
9	50556819	50561325	-	Tex12	ENSMUSG00000032065
X	138208165	138209580	-	Tex13a	ENSMUSG00000071686
X	140808307	140813433	-	Tex13b	ENSMUSG00000042386
X	43591160	43593532	+	Tex13c1	ENSMUSG00000078320
X	42489691	42491524	+	Tex13c2	ENSMUSG00000105993
X	19479420	19481319	-	Tex13c3	ENSMUSG00000068149
11	87405065	87555823	+	Tex14	ENSMUSG00000010342
8	33516738	33585582	+	Tex15	ENSMUSG00000009628
X	112011007	112127326	+	Tex16	ENSMUSG00000034555
11	121146143	121148319	+	Tex19.1	ENSMUSG00000039329
11	121116215	121118677	-	Tex19.2	ENSMUSG00000039337
12	76198686	76246746	-	Tex21	ENSMUSG00000021056
12	113074502	113088917	+	Tex22	ENSMUSG00000012211
8	27344394	27349188	+	Tex24	ENSMUSG00000071138
6	83768885	83775813	-	Tex261	ENSMUSG00000014748
9	106658746	106685927	-	Tex264	ENSMUSG00000040813
5	149439660	149470979	+	Tex26	ENSMUSG00000029660
X	74150944	74167838	-	Tex28	ENSMUSG00000062564
8	11840474	11855761	+	Tex29	ENSMUSG00000031512
11	106502147	106613423	-	Tex2	ENSMUSG00000040548
1	44086613	44102441	-	Tex30	ENSMUSG00000026049
15	78378400	78395912	-	Tex33	ENSMUSG00000062154
1	157099139	157108680	-	Tex35	ENSMUSG00000026592
7	133587024	133602158	-	Tex36	ENSMUSG00000030976
6	70913087	70918927	-	Tex37	ENSMUSG00000051896
4	115779834	115781018	-	Tex38	ENSMUSG00000044556
18	56588350	56594782	+	Tex43	ENSMUSG00000032900
1	86426329	86428052	+	Tex44	ENSMUSG00000036574
8	3470862	3487181	+	Tex45	ENSMUSG00000040340
4	136610437	136613226	+	Tex46	ENSMUSG00000036921
5	7304119	7311491	+	Tex47	ENSMUSG00000040514
4	63607089	63622428	-	Tex48	ENSMUSG00000058935
1	161154558	161159314	-	Tex50	ENSMUSG00000049160
6	128375456	128385144	+	Tex52	ENSMUSG00000079304
9	72450394	72492212	-	Tex9	ENSMUSG00000090626
10	71225464	71238280	-	Tfam	ENSMUSG00000003923
13	40715302	40738376	-	Tfap2a	ENSMUSG00000021359
1	19208914	19238576	+	Tfap2b	ENSMUSG00000025927
2	172549593	172558622	+	Tfap2c	ENSMUSG00000028640
1	19103022	19166346	+	Tfap2d	ENSMUSG00000042596
4	126716006	126736240	-	Tfap2e	ENSMUSG00000042477
16	4544661	4559854	-	Tfap4	ENSMUSG00000005718
17	3519256	3557781	-	Tfb1m	ENSMUSG00000036983
1	179528055	179546267	-	Tfb2m	ENSMUSG00000026492
15	100498012	100552008	-	Tfcp2	ENSMUSG00000009733
1	118627945	118685168	+	Tfcp2l1	ENSMUSG00000026380
8	13338751	13378448	+	Tfdp1	ENSMUSG00000038482
9	96196275	96323646	+	Tfdp2	ENSMUSG00000032411
X	7762560	7775202	+	Tfe3	ENSMUSG00000000134
17	47737030	47792419	+	Tfeb	ENSMUSG00000023990
6	16833373	16898441	-	Tfec	ENSMUSG00000029553
17	31161395	31165277	-	Tff1	ENSMUSG00000024032
17	31141049	31144282	-	Tff2	ENSMUSG00000024028
17	31125306	31129646	-	Tff3	ENSMUSG00000024029
16	56690332	56717450	-	Tfg	ENSMUSG00000022757
5	112326358	112338073	+	Tfip11	ENSMUSG00000029345
6	3962595	3988919	-	Tfpi2	ENSMUSG00000029664
2	84432855	84476775	-	Tfpi	ENSMUSG00000027082
7	3620324	3629929	-	Tfpt	ENSMUSG00000006335
5	137569840	137587481	+	Tfr2	ENSMUSG00000029716
16	32608920	32632794	+	Tfrc	ENSMUSG00000022797
14	118111911	118132755	-	Tgds	ENSMUSG00000022130
15	66670753	66850721	+	Tg	ENSMUSG00000053469
6	86195223	86275719	+	Tgfa	ENSMUSG00000029999
7	25687002	25705077	+	Tgfb1	ENSMUSG00000002603
7	128246812	128255699	+	Tgfb1i1	ENSMUSG00000030782
1	186622792	186705989	-	Tgfb2	ENSMUSG00000039239
12	86056745	86079041	-	Tgfb3	ENSMUSG00000021253
13	56609523	56639562	+	Tgfbi	ENSMUSG00000035493
4	47353222	47414931	+	Tgfbr1	ENSMUSG00000007613
9	116084293	116175360	-	Tgfbr2	ENSMUSG00000032440
5	107106570	107289629	-	Tgfbr3	ENSMUSG00000029287
8	4248214	4251423	+	Tgfbr3l	ENSMUSG00000089736
1	43047200	43098637	-	Tgfbrap1	ENSMUSG00000070939
17	70844205	70853546	-	Tgif1	ENSMUSG00000047407
3	60342358	60343093	-	Tgif1-ps	ENSMUSG00000107270
2	156840007	156855570	+	Tgif2	ENSMUSG00000062175
X	118479708	118480737	-	Tgif2lx1	ENSMUSG00000100133
X	118427227	118428256	+	Tgif2lx2	ENSMUSG00000100194
4	89216864	89217816	+	Tgif2-ps1	ENSMUSG00000107513
17	40115358	40116326	+	Tgif2-ps2	ENSMUSG00000045842
14	55700009	55713926	-	Tgm1	ENSMUSG00000022218
2	158116402	158146436	-	Tgm2	ENSMUSG00000037820
2	130012349	130050399	+	Tgm3	ENSMUSG00000027401
9	123034726	123067561	+	Tgm4	ENSMUSG00000025787
2	121046111	121085841	-	Tgm5	ENSMUSG00000053675
2	130112416	130154232	+	Tgm6	ENSMUSG00000027403
2	121093565	121109795	-	Tgm7	ENSMUSG00000079103
6	72608432	72617000	-	Tgoln1	ENSMUSG00000056429
4	3574875	3616619	+	Tgs1	ENSMUSG00000028233
11	48985327	48994172	-	Tgtp1	ENSMUSG00000078922
11	49057194	49064206	-	Tgtp2	ENSMUSG00000078921
11	117867952	117873481	-	Tha1	ENSMUSG00000017713
17	84190076	84466205	-	Thada	ENSMUSG00000024251
8	105855132	105856950	+	Thap11	ENSMUSG00000036442
7	98703103	98718062	+	Thap12	ENSMUSG00000030753
8	26158141	26164151	+	Thap1	ENSMUSG00000037214
10	115368404	115384443	-	Thap2	ENSMUSG00000020137
4	151982639	151988997	-	Thap3	ENSMUSG00000039759
1	93701935	93754864	-	Thap4	ENSMUSG00000026279
5	91962389	91972066	+	Thap6	ENSMUSG00000102644
16	17527982	17531136	-	Thap7	ENSMUSG00000022760
7	30280094	30290237	+	Thap8	ENSMUSG00000013928
2	148404466	148408188	-	Thbd	ENSMUSG00000074743
2	118111876	118127133	+	Thbs1	ENSMUSG00000040152
17	14665500	14694235	-	Thbs2	ENSMUSG00000023885
3	89215180	89226837	+	Thbs3	ENSMUSG00000028047
13	92751590	92794818	-	Thbs4	ENSMUSG00000021702
10	79576379	79587331	-	Theg	ENSMUSG00000020317
5	77016023	77061529	+	Thegl	ENSMUSG00000029248
3	94310089	94332540	+	Them4	ENSMUSG00000028145
3	94342099	94347352	+	Them5	ENSMUSG00000028148
15	74721204	74724639	+	Them6	ENSMUSG00000056665
2	105224320	105379796	+	Them7	ENSMUSG00000055312
4	132781843	132796387	-	Themis2	ENSMUSG00000037731
17	66554505	66594621	-	Themis3	ENSMUSG00000024105
10	28668360	28883818	+	Themis	ENSMUSG00000049109
7	142892752	142931128	-	Th	ENSMUSG00000000214
11	45946843	45955494	-	Thg1l	ENSMUSG00000011254
2	21205724	21215009	+	Thnsl1	ENSMUSG00000048550
6	71128166	71144439	-	Thnsl2	ENSMUSG00000054474
18	9957906	9995489	+	Thoc1	ENSMUSG00000024287
X	41794991	41920674	-	Thoc2	ENSMUSG00000037475
13	54458837	54468849	-	Thoc3	ENSMUSG00000025872
11	4895320	4928867	+	Thoc5	ENSMUSG00000034274
17	23668614	23673882	-	Thoc6	ENSMUSG00000041319
14	13949012	13961852	-	Thoc7	ENSMUSG00000053453
10	81070035	81082559	+	Thop1	ENSMUSG00000004929
16	20724454	20734511	-	Thpo	ENSMUSG00000022847
11	98740638	98769006	+	Thra	ENSMUSG00000058756
4	126164082	126202760	-	Thrap3	ENSMUSG00000043962
14	17660261	18038090	+	Thrb	ENSMUSG00000021779
7	97412938	97417730	-	Thrsp	ENSMUSG00000035686
8	22227313	22261334	+	Thsd1	ENSMUSG00000031480
9	59966931	60522046	-	Thsd4	ENSMUSG00000032289
6	12311610	12749410	-	Thsd7a	ENSMUSG00000032625
1	129273302	130219278	+	Thsd7b	ENSMUSG00000042581
14	55094784	55098986	+	Thtpa	ENSMUSG00000045691
7	119715093	119720798	-	Thumpd1	ENSMUSG00000030942
17	81026332	81065082	-	Thumpd2	ENSMUSG00000024246
6	113046225	113068273	+	Thumpd3	ENSMUSG00000030264
9	44043384	44048579	+	Thy1	ENSMUSG00000032011
9	26999710	27007336	+	Thyn1	ENSMUSG00000035443
6	86404219	86433405	+	Tia1	ENSMUSG00000071337
15	27479006	27480902	+	Tiaf2	ENSMUSG00000115568
7	128439777	128461717	-	Tial1	ENSMUSG00000030846
16	89787111	90143769	-	Tiam1	ENSMUSG00000002489
17	3326573	3531344	+	Tiam2	ENSMUSG00000023800
17	56269319	56276786	-	Ticam1	ENSMUSG00000047123
18	46557291	46574533	-	Ticam2	ENSMUSG00000056130
7	79660196	79698148	+	Ticrr	ENSMUSG00000046591
4	118471191	118490061	-	Tie1	ENSMUSG00000033191
13	56173704	56178885	-	Tifab	ENSMUSG00000049625
3	127789805	127832164	+	Tifa	ENSMUSG00000046688
6	127085116	127109557	-	Tigar	ENSMUSG00000038028
6	59208870	59212033	+	Tigd2	ENSMUSG00000049232
19	5891138	5894149	-	Tigd3	ENSMUSG00000044390
3	84593574	84597032	+	Tigd4	ENSMUSG00000047819
15	75909735	75914535	+	Tigd5	ENSMUSG00000103906
16	43648867	43664146	-	Tigit	ENSMUSG00000071552
11	46668960	46707061	-	Timd2	ENSMUSG00000040413
11	46810800	46844332	+	Timd4	ENSMUSG00000055546
10	128232065	128252941	+	Timeless	ENSMUSG00000039994
7	105640056	105643637	+	Timm10b	ENSMUSG00000089847
2	84826997	84830213	+	Timm10	ENSMUSG00000027076
10	80899450	80900969	-	Timm13	ENSMUSG00000020219
1	135295213	135313778	-	Timm17a	ENSMUSG00000062580
X	7899357	7908351	+	Timm17b	ENSMUSG00000031158
18	84946191	84951524	-	Timm21	ENSMUSG00000024645
11	76406952	76416292	+	Timm22	ENSMUSG00000020843
14	32180162	32201898	-	Timm23	ENSMUSG00000013701
9	21592722	21595970	+	Timm29	ENSMUSG00000048429
8	4259731	4275913	-	Timm44	ENSMUSG00000002949
7	28305516	28312072	-	Timm50	ENSMUSG00000003438
X	134537256	134541865	-	Timm8a1	ENSMUSG00000048007
14	122034674	122038420	+	Timm8a2	ENSMUSG00000071229
9	50603910	50605320	+	Timm8b	ENSMUSG00000039016
12	71123173	71136684	-	Timm9	ENSMUSG00000021079
16	38498347	38522663	-	Timmdc1	ENSMUSG00000002846
X	20870166	20874735	+	Timp1	ENSMUSG00000001131
11	118301069	118355740	-	Timp2	ENSMUSG00000017466
10	86300372	86349506	+	Timp3	ENSMUSG00000020044
6	115241892	115252205	-	Timp4	ENSMUSG00000030317
9	76951693	77045794	-	Tinag	ENSMUSG00000032357
4	130164454	130175122	-	Tinagl1	ENSMUSG00000028776
14	55674689	55681820	-	Tinf2	ENSMUSG00000007589
3	65528410	65555518	+	Tiparp	ENSMUSG00000034640
9	64281581	64305424	+	Tipin	ENSMUSG00000032397
1	165212286	165236996	-	Tiprl	ENSMUSG00000040843
9	35184551	35200291	-	Tirap	ENSMUSG00000032041
17	46257851	46283026	-	Tjap1	ENSMUSG00000012296
7	65296165	65527781	-	Tjp1	ENSMUSG00000030516
19	24094505	24225030	-	Tjp2	ENSMUSG00000024812
10	81273207	81291581	-	Tjp3	ENSMUSG00000034917
11	117815526	117826092	-	Tk1	ENSMUSG00000025574
8	104226685	104248558	-	Tk2	ENSMUSG00000035824
19	10587791	10605654	-	Tkfc	ENSMUSG00000034371
14	30548359	30574720	+	Tkt	ENSMUSG00000021957
X	74177259	74208500	+	Tktl1	ENSMUSG00000031397
8	66511756	66518335	+	Tktl2	ENSMUSG00000025519
11	78176711	78181909	+	Tlcd1	ENSMUSG00000019437
11	75461715	75470899	+	Tlcd2	ENSMUSG00000038217
8	119760076	119778416	-	Tldc1	ENSMUSG00000034105
2	157087055	157096482	+	Tldc2	ENSMUSG00000074628
4	72117142	72200919	-	Tle1	ENSMUSG00000008305
10	81574561	81590845	+	Tle2	ENSMUSG00000034771
9	61372366	61418497	+	Tle3	ENSMUSG00000032280
19	14448150	14598051	-	Tle4	ENSMUSG00000024642
10	81590904	81601073	-	Tle6	ENSMUSG00000034758
2	70712407	70825728	-	Tlk1	ENSMUSG00000041997
11	105178807	105283959	+	Tlk2	ENSMUSG00000020694
8	64014931	64206271	-	Tll1	ENSMUSG00000053626
19	41082753	41206835	-	Tll2	ENSMUSG00000025013
4	43531519	43562691	-	Tln1	ENSMUSG00000028465
9	67217087	67559703	-	Tln2	ENSMUSG00000052698
7	83879873	83884305	-	Tlnrd1	ENSMUSG00000070462
14	50357914	50363663	+	Tlr11	ENSMUSG00000051969
4	128615443	128618619	-	Tlr12	ENSMUSG00000062545
X	106143204	106160493	+	Tlr13	ENSMUSG00000033777
5	64924679	64933563	-	Tlr1	ENSMUSG00000044827
3	83836272	83841767	-	Tlr2	ENSMUSG00000027995
8	45395665	45411080	-	Tlr3	ENSMUSG00000031639
4	66827584	66930284	+	Tlr4	ENSMUSG00000039005
1	182954788	182976044	+	Tlr5	ENSMUSG00000079164
5	64952031	64960097	-	Tlr6	ENSMUSG00000051498
X	167304929	167330558	-	Tlr7	ENSMUSG00000044583
X	167242696	167264329	-	Tlr8	ENSMUSG00000040522
9	106222598	106226883	+	Tlr9	ENSMUSG00000045322
19	45150680	45156943	+	Tlx1	ENSMUSG00000025215
19	45154057	45159304	-	Tlx1os	ENSMUSG00000092346
6	83068324	83070293	-	Tlx2	ENSMUSG00000068327
11	33200752	33203589	-	Tlx3	ENSMUSG00000040610
4	98355370	98383306	-	Tm2d1	ENSMUSG00000028563
8	25017211	25023260	+	Tm2d2	ENSMUSG00000031556
7	65691169	65701913	+	Tm2d3	ENSMUSG00000078681
16	32400506	32408227	+	Tm4sf19	ENSMUSG00000079625
3	57285611	57301988	-	Tm4sf1	ENSMUSG00000027800
1	82756649	82768461	-	Tm4sf20	ENSMUSG00000026149
3	57425314	57441677	+	Tm4sf4	ENSMUSG00000027801
11	70505244	70511178	+	Tm4sf5	ENSMUSG00000018919
7	81859001	81884434	+	Tm6sf1	ENSMUSG00000038623
8	70072924	70080066	+	Tm6sf2	ENSMUSG00000036151
19	6062821	6068373	-	Tm7sf2	ENSMUSG00000024799
6	146602352	146642824	-	Tm7sf3	ENSMUSG00000040234
14	55635965	55643806	-	Tm9sf1	ENSMUSG00000002320
14	122107038	122159604	+	Tm9sf2	ENSMUSG00000025544
19	41210844	41263997	-	Tm9sf3	ENSMUSG00000025016
2	153161303	153210466	+	Tm9sf4	ENSMUSG00000068040
8	66473118	66486530	-	Tma16	ENSMUSG00000025591
9	109074568	109082587	-	Tma7	ENSMUSG00000091537
1	171711088	171711282	+	Tma7-ps	ENSMUSG00000059058
1	74288247	74305622	-	Tmbim1	ENSMUSG00000006301
10	120201590	120224917	+	Tmbim4	ENSMUSG00000020225
15	99392882	99410049	+	Tmbim6	ENSMUSG00000023010
5	3651181	3680325	+	Tmbim7	ENSMUSG00000014529
19	20783458	20954202	-	Tmc1	ENSMUSG00000024749
2	130195194	130264445	+	Tmc2	ENSMUSG00000060332
7	83584927	83625614	+	Tmc3	ENSMUSG00000038540
7	3665790	3677553	-	Tmc4	ENSMUSG00000019734
4	52443915	52444172	-	Tmc4-ps	ENSMUSG00000084380
7	118597297	118675086	+	Tmc5	ENSMUSG00000030650
11	117765988	117782198	-	Tmc6	ENSMUSG00000025572
7	118535841	118584736	-	Tmc7	ENSMUSG00000042246
11	117782076	117793110	+	Tmc8	ENSMUSG00000050106
6	116018611	116193486	-	Tmcc1	ENSMUSG00000030126
1	132356315	132391281	-	Tmcc2	ENSMUSG00000042066
10	94311949	94590956	+	Tmcc3	ENSMUSG00000020023
10	94567828	94612084	-	Tmcc3os	ENSMUSG00000086269
1	167308378	167333978	+	Tmco1	ENSMUSG00000052428
4	121105651	121109226	-	Tmco2	ENSMUSG00000078577
8	13288190	13322924	+	Tmco3	ENSMUSG00000038497
4	138972888	139059171	+	Tmco4	ENSMUSG00000041143
2	113285732	113297190	+	Tmco5b	ENSMUSG00000041255
2	116878691	116892494	+	Tmco5	ENSMUSG00000027355
18	36735039	36742397	+	Tmco6	ENSMUSG00000006850
12	85340614	85374847	-	Tmed10	ENSMUSG00000021248
13	35990861	35991520	-	Tmed10-ps	ENSMUSG00000114251
5	108777235	108795363	-	Tmed11	ENSMUSG00000004821
9	21507553	21510252	-	Tmed1	ENSMUSG00000032180
5	124540695	124550506	+	Tmed2	ENSMUSG00000029390
9	89699206	89705068	-	Tmed3	ENSMUSG00000032353
11	6270369	6274870	-	Tmed4	ENSMUSG00000004394
5	108106366	108132620	-	Tmed5	ENSMUSG00000063406
8	107061476	107065644	-	Tmed6	ENSMUSG00000031919
18	46560235	46597535	-	Tmed7	ENSMUSG00000033184
12	87166237	87200454	-	Tmed8	ENSMUSG00000034111
13	55573732	55597697	+	Tmed9	ENSMUSG00000058569
4	48585174	48663131	+	Tmeff1	ENSMUSG00000028347
1	50900647	51187270	+	Tmeff2	ENSMUSG00000026109
11	90030348	90036508	+	Tmem100	ENSMUSG00000069763
11	102152546	102156404	-	Tmem101	ENSMUSG00000020921
11	69803603	69805624	-	Tmem102	ENSMUSG00000089876
11	115187487	115247023	+	Tmem104	ENSMUSG00000045980
11	101582242	101591788	+	Tmem106a	ENSMUSG00000034947
6	13069759	13089269	+	Tmem106b	ENSMUSG00000029571
15	97964200	97970275	+	Tmem106c	ENSMUSG00000052369
11	69070806	69073293	+	Tmem107	ENSMUSG00000020895
9	103482947	103761837	-	Tmem108	ENSMUSG00000042757
19	10870660	10882001	-	Tmem109	ENSMUSG00000034659
14	30825590	30877210	+	Tmem110	ENSMUSG00000006526
16	8409275	8425136	-	Tmem114	ENSMUSG00000022715
9	107533945	107538673	+	Tmem115	ENSMUSG00000010045
5	121451893	121524183	+	Tmem116	ENSMUSG00000029452
15	94629232	95096098	+	Tmem117	ENSMUSG00000063296
5	113793729	113800516	-	Tmem119	ENSMUSG00000054675
11	60864452	60879272	-	Tmem11	ENSMUSG00000043284
5	135735485	135744448	-	Tmem120a	ENSMUSG00000039886
5	123068415	123117749	+	Tmem120b	ENSMUSG00000054434
6	120488939	120493807	-	Tmem121b	ENSMUSG00000094626
12	113185930	113189523	+	Tmem121	ENSMUSG00000049036
9	7764041	7794333	+	Tmem123	ENSMUSG00000050912
4	118540941	118544044	-	Tmem125	ENSMUSG00000050854
7	90450700	90457229	-	Tmem126a	ENSMUSG00000030615
7	90467438	90476001	-	Tmem126b	ENSMUSG00000030614
2	127247908	127261107	+	Tmem127	ENSMUSG00000034850
5	38260185	38269634	+	Tmem128	ENSMUSG00000067365
5	33653216	33658416	-	Tmem129	ENSMUSG00000019295
5	144735915	144761818	-	Tmem130	ENSMUSG00000043388
1	36792191	36943666	-	Tmem131	ENSMUSG00000026116
3	83897655	84040175	-	Tmem131l	ENSMUSG00000033767
19	10857822	10869940	-	Tmem132a	ENSMUSG00000024736
5	125531774	125792583	+	Tmem132b	ENSMUSG00000070498
5	127241808	127565793	+	Tmem132c	ENSMUSG00000034324
5	127256858	127281634	-	Tmem132cos	ENSMUSG00000087104
5	127781630	128433077	-	Tmem132d	ENSMUSG00000034310
11	82388900	82446332	+	Tmem132e	ENSMUSG00000020701
19	4125934	4132307	+	Tmem134	ENSMUSG00000024845
7	89139714	89404222	-	Tmem135	ENSMUSG00000039428
9	43108650	43116570	-	Tmem136	ENSMUSG00000048503
19	10570478	10577362	-	Tmem138	ENSMUSG00000024666
6	42261970	42264555	+	Tmem139	ENSMUSG00000071506
6	34863146	34874946	+	Tmem140	ENSMUSG00000057137
2	25620067	25622005	-	Tmem141	ENSMUSG00000026939
7	45896941	45917413	+	Tmem143	ENSMUSG00000002781
3	79812564	79852773	-	Tmem144	ENSMUSG00000027956
7	25306106	25316195	+	Tmem145	ENSMUSG00000043843
7	30727701	30729540	-	Tmem147	ENSMUSG00000006315
7	30729579	30745929	+	Tmem147os	ENSMUSG00000097320
7	30734739	30756126	+	Tmem147os	ENSMUSG00000109224
1	21218575	21230167	+	Tmem14a	ENSMUSG00000025933
13	41016292	41022586	+	Tmem14c	ENSMUSG00000021361
6	72355447	72359762	+	Tmem150a	ENSMUSG00000055912
7	4706832	4725249	-	Tmem150b	ENSMUSG00000046456
5	100077872	100159808	-	Tmem150c	ENSMUSG00000050640
5	100077962	100095273	+	Tmem150cos	ENSMUSG00000086259
19	5070859	5085531	-	Tmem151a	ENSMUSG00000061451
17	45541952	45549677	-	Tmem151b	ENSMUSG00000096847
3	84666192	84704575	+	Tmem154	ENSMUSG00000056498
5	65054346	65092132	-	Tmem156	ENSMUSG00000037913
9	123259053	123260764	-	Tmem158	ENSMUSG00000054871
7	120102353	120120992	+	Tmem159	ENSMUSG00000030917
7	16452779	16455494	+	Tmem160	ENSMUSG00000019158
8	70172356	70183681	+	Tmem161a	ENSMUSG00000002342
13	84222296	84296141	+	Tmem161b	ENSMUSG00000035762
1	127486546	127679548	-	Tmem163	ENSMUSG00000026347
X	142681406	142843494	+	Tmem164	ENSMUSG00000047045
5	76183880	76209245	+	Tmem165	ENSMUSG00000029234
3	108556425	108562466	-	Tmem167b	ENSMUSG00000068732
13	90089123	90143907	+	Tmem167	ENSMUSG00000012422
7	13719693	13719906	-	Tmem167-ps1	ENSMUSG00000100468
7	13848729	13848942	+	Tmem167-ps2	ENSMUSG00000100566
7	14006658	14006835	+	Tmem167-ps3	ENSMUSG00000099744
6	13580687	13608100	-	Tmem168	ENSMUSG00000029569
1	72284369	72303104	+	Tmem169	ENSMUSG00000026188
13	41605907	41641355	+	Tmem170b	ENSMUSG00000087370
8	111863038	111876750	-	Tmem170	ENSMUSG00000031953
13	98686235	98694834	-	Tmem171	ENSMUSG00000052485
18	35733679	35740554	-	Tmem173	ENSMUSG00000024349
13	98634978	98637410	-	Tmem174	ENSMUSG00000046082
5	108629770	108648782	+	Tmem175	ENSMUSG00000013495
6	48840919	48847071	+	Tmem176a	ENSMUSG00000023367
